time,Total,Kin,Pot
11.716000000000001,5944.450702317767,5990.742465747165,-46.2917634293984
11.7165,5944.500584836255,5990.8978877250765,-46.397302888821386
11.717,5944.5480593789625,5991.003627131881,-46.455567752919045
11.7175,5944.593942726025,5991.062014006669,-46.46807128064461
11.718,5944.638965001823,5991.07459728917,-46.43563228734693
11.7185,5944.683796735757,5991.042186689117,-46.35838995336026
11.719,5944.729164052112,5990.9648876073825,-46.235723555271164
11.7195,5944.775696313634,5990.8421289213975,-46.06643260776334
11.72,5944.824036978407,5990.672683217101,-45.848646238693505
11.7205,5944.874838622548,5990.454679897123,-45.57984127457524
11.721,5944.928729527189,5990.185611535281,-45.256882008092546
11.7215,5944.986347921021,5989.862333619211,-44.87598569819084
11.722,5945.048355908572,5989.481058012574,-44.432702104001514
11.7225,5945.115432382835,5989.037340624307,-43.921908241472394
11.723,5945.188222111454,5988.526064036649,-43.33784192519487
11.7235,5945.267491867181,5987.941415264613,-42.67392339743232
11.724,5945.3539815663235,5987.276859302789,-41.92287773646475
11.7245,5945.448478786607,5986.525109651293,-41.07663086468588
11.725,5945.551780100721,5985.678096282717,-40.12631618199638
11.7255,5945.6647436290195,5984.726932448911,-39.06218881989133
11.726,5945.788230665087,5983.661881111544,-37.87365044645666
11.7265,5945.923142921397,5982.472323570258,-36.5491806488607
11.727,5946.070431758982,5981.1467314177335,-35.07629965875188
11.727500000000001,5946.231017281174,5979.672644929019,-33.44162764784546
11.728,5946.40583552345,5978.036661226531,-31.63082570308031
11.7285,5946.595820718806,5976.224434960425,-29.62861424161906
11.729000000000001,5946.801861887626,5974.220697405972,-27.418835518346295
11.7295,5947.024771411999,5972.009299594888,-24.984528182889782
11.73,5947.2652368980935,5969.573287192048,-22.308050293954707
11.730500000000001,5947.5237687474455,5966.895016579975,-19.371247832529267
11.731,5947.800696434604,5963.956324346306,-16.155627911702176
11.7315,5948.095974306941,5960.738765800462,-12.642791493521557
11.732000000000001,5948.409150626279,5957.223941666636,-8.814791040356356
11.7325,5948.73921995928,5953.393937469558,-4.6547175102787675
11.733,5949.084411870057,5949.231905616625,-0.1474937465681719
11.7335,5949.441998976691,5944.722825488529,4.71917348816204
11.734,5949.808033922481,5939.854483086758,9.953550835723
11.7345,5950.1770268570735,5934.618713094633,15.558313762441088
11.735,5950.541682780336,5929.012946145547,21.5287366347881
11.7355,5950.892437954353,5923.042092402285,27.85034555206875
11.736,5951.217286236859,5916.720767009655,34.496519227204026
11.7365,5951.501432069776,5910.075818851996,41.425613217779464
11.737,5951.727452832915,5903.149053663451,48.57839916946406
11.7375,5951.875427111729,5895.999944638749,55.8754824729793
11.738,5951.92379550218,5888.708000095956,63.21579540622401
11.7385,5951.850699583545,5881.3743260761485,70.47637350739656
11.739,5951.635899925717,5874.1218102200455,77.5140897056714
11.7395,5951.263372917418,5867.093307063752,84.17006585366582
11.74,5950.724073954772,5860.447277842515,90.27679611225686
11.7405,5950.018753815917,5854.350579055501,95.6681747604158
11.741,5949.160088985265,5848.968518369114,100.19157061615174
11.7415,5948.173603858396,5844.452862332695,103.72074152570104
11.742,5947.096784889813,5840.92907732953,106.16770756028275
11.7425,5945.9763516044895,5838.484539020353,107.4918125841365
11.743,5944.863919875597,5837.159582281068,107.70433759452982
11.743500000000001,5943.810723047171,5836.942973859641,106.86774918753038
11.744,5942.862203024532,5837.772687198256,105.08951582627682
11.7445,5942.053764921261,5839.541911339248,102.51185358201288
11.745000000000001,5941.408099635541,5842.109287133941,99.29881250160018
11.7455,5940.934373819052,5845.311689905795,95.62268391325645
11.746,5940.62931624367,5848.977625953391,91.65169029027821
11.746500000000001,5940.479588867369,5852.939489882739,87.54009898463036
11.747,5940.464872106054,5857.043423097986,83.42144900806778
11.7475,5940.560843479771,5861.156139859085,79.4047036206866
11.748000000000001,5940.7420412825795,5865.168673157425,75.57336812515493
11.7485,5940.983912655265,5868.997426839577,71.98648581568828
11.749,5941.264249273496,5872.583160369803,68.68108890369257
11.7495,5941.563976049393,5875.8885981618205,65.67537788757258
11.75,5941.86740937392,5878.895295930253,62.97211344366667
11.7505,5942.162139474323,5881.600268044776,60.561871429546635
11.751,5942.438735792504,5884.012729820489,58.42600597201568
11.7515,5942.6903109071645,5886.151167949131,56.53914295803355
11.752,5942.912028907065,5888.040838766108,54.871190140957225
11.7525,5943.100739327795,5889.711710830472,53.389028497323345
11.753,5943.254632822599,5891.196815909294,52.05781691330471
11.7535,5943.372976559869,5892.530942797713,50.84203376215663
11.754,5943.455797298807,5893.749597825759,49.70619947304767
11.7545,5943.503961853167,5894.888157644214,48.615804208953904
11.755,5943.518928899736,5895.981149829097,47.53777907063876
11.7555,5943.502719649563,5897.061611285124,46.441108364439316
11.756,5943.457994276345,5898.160490658046,45.29750361829895
11.7565,5943.387922150182,5899.306078279757,44.08184387042588
11.757,5943.296157446459,5900.523462595434,42.77269485102533
11.7575,5943.186857293194,5901.83402460583,41.35283268736484
11.758000000000001,5943.064520899585,5903.254991873929,39.809529025655806
11.7585,5942.933888244399,5904.79907958959,38.134808654808324
11.759,5942.799838069028,5906.474246570147,36.32559149888014
11.759500000000001,5942.667199412067,5908.283590654056,34.383608758011626
11.76,5942.540583620669,5910.225400912105,32.3151827085639
11.7605,5942.424244686941,5912.293373669275,30.130871017666088
11.761000000000001,5942.321911487545,5914.476987123252,27.844924364292527
11.7615,5942.236739209606,5916.762017754517,25.474721455088776
11.762,5942.171123367708,5919.131171030519,23.039952337189167
11.762500000000001,5942.126709450562,5921.56479132835,20.561918122211754
11.763,5942.104406486138,5924.041611650748,18.06279483539033
